Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;JFA001;2025-11-09;10:00;0594680;TOURCOING VOLLEY-BALL L.M.;0593916;VOLLEY CLUB MARCQ BAROEUL; 0/2;9-25,17-25;26-50;SALLE MOUTAA LOUATI;MARTINET PIERRICK;MATON MORGANE;
ACJEUNES;01;JFA002;2025-11-09;00:00;0593916;VOLLEY CLUB MARCQ BAROEUL;0590041;HALLUIN VOLLEY METROPOLE; 2/0;25-7,25-12;50-19;SALLE MOUTAA LOUATI;MATON MORGANE;MARTINET PIERRICK;
ACJEUNES;01;JFA003;2025-11-09;00:00;0594680;TOURCOING VOLLEY-BALL L.M.;0590041;HALLUIN VOLLEY METROPOLE; 2/1;19-25,25-13,15-9;59-47;SALLE MOUTAA LOUATI;MARTINET PIERRICK;MATON MORGANE;
ACJEUNES;01;JFB001;2025-11-09;11:00;0590024;VOLLEY-BALL CLUB SARRASIN;0599512;VC AMICALISTE D'AULNOY; 0/2;13-25,19-25;32-50;SALLE DES SPORTS;VANDENBEMDEN FRÉDÉRICK;;
ACJEUNES;01;JFB002;2025-11-09;00:00;0599512;VC AMICALISTE D'AULNOY;0590036;VOLLEY CLUB DE VALENCIENNES; 0/2;10-25,10-25;20-50;SALLE DES SPORTS;VANDENBEMDEN FRÉDÉRICK;;
ACJEUNES;01;JFB003;2025-11-09;00:00;0590024;VOLLEY-BALL CLUB SARRASIN;0590036;VOLLEY CLUB DE VALENCIENNES; 0/2;5-25,5-25;10-50;SALLE DES SPORTS;VANDENBEMDEN FRÉDÉRICK;;
ACJEUNES;01;JFC001;2025-11-09;11:00;0698293;U.S. MEYZIEU VOLLEY-BALL;0693938;CLUB RHODIA VAISE; 2/0;25-10,25-18;50-28;GYMNASE GALOIS;VANDENBOSSCHE ENGUERRAN;SERVAIS GUILLAUME;
ACJEUNES;01;JFC002;2025-11-09;00:00;0693938;CLUB RHODIA VAISE;0382203;CA VOLLEY BALL JALIOROMAIN; 0/2;25-27,19-25;44-52;GYMNASE GALOIS;VANDENBOSSCHE ENGUERRAN;SERVAIS GUILLAUME;
ACJEUNES;01;JFC003;2025-11-09;00:00;0698293;U.S. MEYZIEU VOLLEY-BALL;0382203;CA VOLLEY BALL JALIOROMAIN; 2/0;25-17,25-21;50-38;GYMNASE GALOIS;SERVAIS GUILLAUME;VANDENBOSSCHE ENGUERRAN;
ACJEUNES;01;JFD001;2025-11-09;11:00;0757777;PUC VOLLEY-BALL;0758706;AS. SP. CULT. DUNOIS; 2/0;25-12,25-8;50-20;PIERRE CHARPY;MAHE ROMARIC;;
