Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;MMA001;2022-10-09;11:00;0735001;AMICALE LAIQUE CHAMBERY V.B.;0380045;TOUVET VOLLEY-BALL; 2/1;17-25,25-22,15-11;57-58;DELPHINE ET JONATHAN;LAULO JEREMY;ESPINAL MIGUELANGEL;
ACJEUNES;01;MMA002;2022-10-09;00:00;0380045;TOUVET VOLLEY-BALL;0745091;ANNECY VOLLEY BALL; 2/1;25-18,21-25,15-7;61-50;DELPHINE ET JONATHAN;ESPINAL MIGUELANGEL;LAULO JEREMY;
ACJEUNES;01;MMA003;2022-10-09;00:00;0735001;AMICALE LAIQUE CHAMBERY V.B.;0745091;ANNECY VOLLEY BALL; 0/2;15-25,11-25;26-50;DELPHINE ET JONATHAN;ESPINAL MIGUELANGEL;LAULO JEREMY;
ACJEUNES;01;MMB001;2022-10-09;11:00;0387013;UNION AS. SEYSSINOISE V.B.;0382201;GRENOBLE V.UNIVERSITE CLUB; 1/2;17-25,25-21,11-15;53-61;YVES BROUZET;KUBLER PIERRE-MAEL;SACCO THOMAS;
ACJEUNES;01;MMB002;2022-10-09;00:00;0382201;GRENOBLE V.UNIVERSITE CLUB;0382205;PAYS VOIRONNAIS VOLLEY - PVV; 1/2;26-24,20-25,8-15;54-64;YVES BROUZET;SACCO THOMAS;KUBLER PIERRE-MAEL;
ACJEUNES;01;MMB003;2022-10-09;00:00;0387013;UNION AS. SEYSSINOISE V.B.;0382205;PAYS VOIRONNAIS VOLLEY - PVV; 0/2;11-25,17-25;28-50;YVES BROUZET;KUBLER PIERRE-MAEL;SACCO THOMAS;
ACJEUNES;01;MMC001;2022-10-09;11:00;0079102;F.R.J.E.P. CHARNAS;0426516;ENTENTE ST-CHAMOND VOLLEY; 2/0;25-10,25-17;50-27;HALLE DES SPORTS;DARFEUILLE JEROME;DEBIONNE GUILLAUME;
ACJEUNES;01;MMC002;2022-10-09;00:00;0426516;ENTENTE ST-CHAMOND VOLLEY;0268573;VOLLEY-BALL ROMANAIS; 0/2;14-25,23-25;37-50;HALLE DES SPORTS;DEBIONNE GUILLAUME;DARFEUILLE JEROME;
ACJEUNES;01;MMC003;2022-10-09;00:00;0079102;F.R.J.E.P. CHARNAS;0268573;VOLLEY-BALL ROMANAIS; 2/0;26-24,30-28;56-52;HALLE DES SPORTS;DARFEUILLE JEROME;DEBIONNE GUILLAUME;
ACJEUNES;01;MMD001;2022-10-09;11:00;0424347;FIRMINY VOLLEY-BALL;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 0/2;10-25,7-25;17-50;GM1 LA TARDIVE;TANLET GERARD;;
