Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;01;MFA001;2023-10-08;09:30;0717763;VB SENNECEY LE GRAND CANTON;0714076;VBC CHALON SUR SAONE; 0/2;19-25,20-25;39-50;DAVID NIEPCE;FROMENTIN DIDIER;ASSOGBA KOKOU-GUILLAUME;;
ACJEUNES;01;MFA002;2023-10-08;00:00;0714076;VBC CHALON SUR SAONE;0255795;BESANCON VOLLEY-BALL; 1/2;23-25,25-23,15-17;63-65;DAVID NIEPCE;ASSOGBA KOKOU-GUILLAUME;FROMENTIN DIDIER;;
ACJEUNES;01;MFA003;2023-10-08;00:00;0717763;VB SENNECEY LE GRAND CANTON;0255795;BESANCON VOLLEY-BALL; 0/2;16-25,15-25;31-50;DAVID NIEPCE;FROMENTIN DIDIER;ASSOGBA KOKOU-GUILLAUME;;
ACJEUNES;01;MFB001;2023-10-08;11:00;0690044;MONTANAY VOLLEY-BALL;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS; 0/2;2-25,5-25;7-50;SALLE DES SPORTS;BERNARD GUILLAUME;PEQUEY PIERRE-EMMANUEL;;
ACJEUNES;01;MFB002;2023-10-08;00:00;0693332;VOLLEY-BALL VILLEFRANCHE BEAUJOLAIS;0015366;VOLLEY CLUB MEXIMIEUX; 2/0;25-9,25-11;50-20;SALLE DES SPORTS;PEQUEY PIERRE-EMMANUEL;BERNARD GUILLAUME;;
ACJEUNES;01;MFB003;2023-10-08;00:00;0690044;MONTANAY VOLLEY-BALL;0015366;VOLLEY CLUB MEXIMIEUX; 0/2;19-25,20-25;39-50;SALLE DES SPORTS;BERNARD GUILLAUME;PEQUEY PIERRE-EMMANUEL;;
ACJEUNES;01;MFC001;2023-10-08;11:00;0695668;VOLLEY BRON @ LYON LUMIERE;0698293;U.S. MEYZIEU VOLLEY-BALL; 2/0;25-5,25-13;50-18;GRIGNARD;SITHIDEJ THAVISAK;GISBERT MIKAEL;;
ACJEUNES;01;MFC002;2023-10-08;00:00;0698293;U.S. MEYZIEU VOLLEY-BALL;0698828;VBC FRANCHEVILLE OUEST LYONNAIS; 0/2;8-25,11-25;19-50;GRIGNARD;SITHIDEJ THAVISAK;GISBERT MIKAEL;;
ACJEUNES;01;MFC003;2023-10-08;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0698828;VBC FRANCHEVILLE OUEST LYONNAIS; 2/0;25-22,25-15;50-37;GRIGNARD;GISBERT MIKAEL;SITHIDEJ THAVISAK;;
ACJEUNES;01;MFD001;2023-10-08;11:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0696380;AS CALUIRE ET CUIRE; 0/2;4-25,11-25;15-50;LA FICELLE;JAVANSHIR MASSOUD;MOUZAIA ABDELMADJID;;
ACJEUNES;01;MFD002;2023-10-08;00:00;0696380;AS CALUIRE ET CUIRE;0698439;FIDESIENNE VOLLEY BALL; 2/0;26-24,25-20;51-44;LA FICELLE;MOUZAIA ABDELMADJID;JAVANSHIR MASSOUD;;
ACJEUNES;01;MFD003;2023-10-08;00:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0698439;FIDESIENNE VOLLEY BALL; 0/2;7-25,11-25;18-50;LA FICELLE;JAVANSHIR MASSOUD;MOUZAIA ABDELMADJID;;
ACJEUNES;01;MFE001;2023-10-08;10:00;0420015;ENTENTE FOREZIENNE VOLLEY-BALL;0429687;CLUB ATHLETIQUE DE ST ETIENNE; 0/2;16-25,17-25;33-50;SOCIO-SPORTIVE;LEMOINE JEAN-MARIE;MAGLIARASCHI NINON;;
ACJEUNES;01;MFE002;2023-10-08;00:00;0429687;CLUB ATHLETIQUE DE ST ETIENNE;0634740;VOLLEY BALL CLUB CHAMALIERES; 2/F;25-0,25-0;50-0;SOCIO-SPORTIVE;MAGLIARASCHI NINON;LEMOINE JEAN-MARIE;;
ACJEUNES;01;MFE003;2023-10-08;00:00;0420015;ENTENTE FOREZIENNE VOLLEY-BALL;0634740;VOLLEY BALL CLUB CHAMALIERES; 2/F;25-0,25-0;50-0;SOCIO-SPORTIVE;LEMOINE JEAN-MARIE;MAGLIARASCHI NINON;;
ACJEUNES;01;MFF001;2023-10-08;11:00;0380045;TOUVET VOLLEY-BALL;0382205;PAYS VOIRONNAIS VOLLEY - PVV; 2/0;25-13,25-20;50-33;GYMNASE DU COLLÈGE P. AIGUILLE;HERRERA JEAN-MARC;HERRERA JEAN-MARC;;
ACJEUNES;01;MFF002;2023-10-08;00:00;0382205;PAYS VOIRONNAIS VOLLEY - PVV;0745091;ANNECY VOLLEY BALL; 0/2;4-25,3-25;7-50;GYMNASE DU COLLÈGE P. AIGUILLE;HERRERA JEAN-MARC;;;
ACJEUNES;01;MFF003;2023-10-08;00:00;0380045;TOUVET VOLLEY-BALL;0745091;ANNECY VOLLEY BALL; 0/2;16-25,17-25;33-50;GYMNASE DU COLLÈGE P. AIGUILLE;HERRERA JEAN-MARC;;;
ACJEUNES;01;MFG001;2023-10-08;11:00;0385507;FONTAINE VOLLEY;0735001;AMICALE LAIQUE CHAMBERY V.B.; 2/0;25-18,25-20;50-38;GYMNASE JULES VALLES;THOMAS ALEXANDRE;ENFOUX ELODIE;;
ACJEUNES;01;MFG002;2023-10-08;00:00;0735001;AMICALE LAIQUE CHAMBERY V.B.;0268573;VOLLEY-BALL ROMANAIS; 0/2;10-25,14-25;24-50;GYMNASE JULES VALLES;THOMAS ALEXANDRE;ENFOUX ELODIE;;
ACJEUNES;01;MFG003;2023-10-08;00:00;0385507;FONTAINE VOLLEY;0268573;VOLLEY-BALL ROMANAIS; 0/2;23-25,20-25;43-50;GYMNASE JULES VALLES;ENFOUX ELODIE;THOMAS ALEXANDRE;;
ACJEUNES;01;MFH001;2023-10-08;11:00;0079102;F.R.J.E.P. CHARNAS;0077986;2GVB-GUILHERAND-GRANGES VOLLEY-BALL; 2/0;25-15,25-23;50-38;HALLE DES SPORTS;DEBIONNE GUILLAUME;GARCIA GERARD;;
ACJEUNES;01;MFH002;2023-10-08;00:00;0077986;2GVB-GUILHERAND-GRANGES VOLLEY-BALL;0426457;C.O. SMASHEURS MONTBRISON V.B.; 1/2;25-20,22-25,12-15;59-60;HALLE DES SPORTS;DEBIONNE GUILLAUME;GARCIA GERARD;;
ACJEUNES;01;MFH003;2023-10-08;00:00;0079102;F.R.J.E.P. CHARNAS;0426457;C.O. SMASHEURS MONTBRISON V.B.; 0/2;22-25,20-25;42-50;HALLE DES SPORTS;GARCIA GERARD;DEBIONNE GUILLAUME;;
